lin_ima,can_id,can_nam,can_off,can_off_sta,can_off_dis,can_par_aff,can_inc_cha_ope_sea,can_str1,can_str2,can_cit,can_sta,can_zip,ind_ite_con,ind_uni_con,ind_con,par_com_con,oth_com_con,can_con,tot_con,tra_fro_oth_aut_com,can_loa,oth_loa,tot_loa,off_to_ope_exp,off_to_fun,off_to_leg_acc,oth_rec,tot_rec,ope_exp,exe_leg_acc_dis,fun_dis,tra_to_oth_aut_com,can_loa_rep,oth_loa_rep,tot_loa_rep,ind_ref,par_com_ref,oth_com_ref,tot_con_ref,oth_dis,tot_dis,cas_on_han_beg_of_per,cas_on_han_clo_of_per,net_con,net_ope_exp,deb_owe_by_com,deb_owe_to_com,cov_sta_dat,cov_end_dat
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6VA07148&tabIndex=1,H6VA07148,"BEDELL, EILEEN MCNEIL",H,VA,7,DEM,CHALLENGER,8718 BUFORD SQUARE PLACE,,N CHESTERFIELD,VA,23235,"$1,750.00","$4,193.01","$5,943.01",,,,"$5,943.01",,,,,,,,,"$5,943.01","$4,055.64",,,,,,,,,,,,"$4,055.64","-$19,777.14","-$17,889.77","$5,943.01","$4,055.64",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA10100&tabIndex=1,H8CA10100,"BEDOLLA, MATEO MORELOS",H,CA,10,DEM,CHALLENGER,PO BOX 662,,TRACY,CA,95378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8NJ00012&tabIndex=1,S8NJ00012,"BELL, JEFFREY",S,NJ,0,REP,CHALLENGER,,,PALISADES PARK,NJ,,"$1,000.00",$125.00,"$1,125.00",,,,"$1,125.00",,"$1,000.00",,"$1,000.00",,,,,"$2,125.00","$1,537.00",,,,,,,,,,,,"$1,537.00",$74.00,$662.00,"$1,125.00","$1,537.00","$12,895.00",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IL10115&tabIndex=1,H8IL10115,"BENNETT, DOUGLAS R 1963",H,IL,10,REP,CHALLENGER,385 WE GO CT,,DEERFIELD,IL,60015,,,,,,$100.00,$100.00,,,,,,,,,$100.00,,,,,,,,,,,,,,,$100.00,$100.00,,,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0CA03078&tabIndex=1,H0CA03078,"BERA, AMERISH",H,CA,7,DEM,INCUMBENT,PO BOX 582496,,ELK GROVE,CA,95758,"$131,080.92","$36,559.09","$167,640.01",$418.73,"$150,700.00",$20.89,"$318,779.63",,,,,$12.78,,,,"$318,792.41","$75,544.89",,,,,,,"$4,220.00",,,"$4,220.00",,"$79,764.89","$132,910.95","$371,938.47","$314,559.63","$75,532.11","$297,800.00",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6MI01226&tabIndex=1,H6MI01226,"BERGMAN, JOHN",H,MI,1,REP,INCUMBENT,N3465 SYLVAN ISLE DRIVE,,WATERSMEET,MI,49969,"$2,750.00",$238.33,"$2,988.33",,"$108,000.00",,"$110,988.33",,,,,,,,,"$110,988.33","$69,718.21",,,,,,,,,,,,"$69,718.21","$14,933.66","$56,203.78","$110,988.33","$69,718.21","$272,365.32",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4VA08224&tabIndex=1,H4VA08224,"BEYER, DONALD STERNOFF HONORABLE JR.",H,VA,8,DEM,INCUMBENT,801 DUKE STREET,,ALEXANDRIA,VA,22314,"$204,310.00","$28,304.76","$232,614.76",,"$80,070.00",,"$312,684.76",,,,,$458.10,,,$50.28,"$313,193.14","$126,430.54",,,,,,,,,,,"$48,000.00","$174,430.54","$727,818.20","$866,580.80","$312,684.76","$125,972.44",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0GA06143&tabIndex=1,H0GA06143,"BHUIYAN, MOHAMMAD ALI",H,GA,6,REP,OPEN,2900 DELK ROAD SUITE 700 #25,,MARIETTA,GA,30067,"$23,200.00","$1,865.00","$25,065.00",,,,"$25,065.00",,"$7,720.00",,"$7,720.00",,,,,"$32,785.00","$26,068.98",,,,,,,,,,,,"$26,068.98",,"$6,716.02","$25,065.00","$26,068.98","$7,720.00",,2017-01-01,2017-03-29
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6AZ05083&tabIndex=1,H6AZ05083,"BIGGS, ANDY MR.",H,AZ,5,UNK,INCUMBENT,10612 S GREENFIELD RD,,GILBERT,AZ,852346204,"$36,527.94",$536.47,"$37,064.41",,"$39,250.00",,"$76,314.41",,,,,"$147,752.33",,,$0.24,"$224,066.98","$24,739.82",,,,"$15,000.00",,"$15,000.00",,,,,"$12,500.00","$52,239.82","$48,597.08","$220,424.24","$76,314.41","-$123,012.51","$135,000.00",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL09070&tabIndex=1,H6FL09070,"BILIRAKIS, GUS M",H,FL,12,REP,INCUMBENT,PO BOX 606,,TARPON SPRINGS,FL,346880606,"$40,480.36","$10,071.00","$50,551.36",,"$97,975.00",,"$148,526.36",,,,,$20.00,,,,"$148,546.36","$74,674.01",,,,,,,,,,,"$5,100.00","$79,774.01","$91,395.64","$160,167.99","$148,526.36","$74,654.01",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4MI08135&tabIndex=1,H4MI08135,"BISHOP, MIKE",H,MI,8,REP,INCUMBENT,883 GREAT OAKS BOULEVARD,,ROCHESTER,MI,483071014,"$26,250.00","$4,864.95","$31,114.95",,"$110,000.00",,"$141,114.95",,,,,,,,"$10,136.20","$151,251.15","$45,658.36",,,,,,,,,,,,"$45,658.36","$92,183.07","$197,775.86","$141,114.95","$45,658.36","$12,500.00",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2UT01094&tabIndex=1,H2UT01094,"BISHOP, ROBERT",H,UT,1,REP,INCUMBENT,74 NORTH 300 EAST,,BRIGHAM CITY,UT,84302,"$59,650.00","$7,657.81","$67,307.81",,"$43,000.00",,"$110,307.81",,,,,,,,,"$110,307.81","$30,653.74",,,"$35,000.00",,,,$750.00,,"$5,000.00","$5,750.00",,"$71,403.74","$184,499.31","$223,403.38","$104,557.81","$30,653.74","$2,859.20",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2GA02031&tabIndex=1,H2GA02031,"BISHOP, SANFORD D",H,GA,2,DEM,INCUMBENT,1909 DEVON DRIVE,,ALBANY,GA,31707,"$2,750.00",$950.00,"$3,700.00","$1,000.00","$84,505.67",,"$89,205.67",,,,,,,,,"$89,205.67","$86,991.24",,,,,,,,,,,"$6,010.00","$93,001.24","$198,178.93","$194,383.36","$89,205.67","$86,991.24",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0TN06257&tabIndex=1,H0TN06257,"BLACK, DIANE L MRS.",H,TN,6,REP,INCUMBENT,PO BOX 1437,,GALLATIN,TN,370664497,"$12,950.00","$2,147.00","$15,097.00",,"$115,000.00",,"$130,097.00",,,,,$588.96,,,,"$130,685.96","$94,681.64",,,,,,,,,"$2,500.00","$2,500.00",,"$97,181.64","$65,235.63","$98,739.95","$127,597.00","$94,092.68",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2TN06030&tabIndex=1,H2TN06030,"BLACKBURN, MARSHA MRS.",H,TN,7,REP,INCUMBENT,6103 MURRAY LANE,,BRENTWOOD,TN,370276209,"$266,403.00","$11,134.00","$277,537.00",,"$222,157.36",,"$499,694.36",,,,,,,,"$4,708.55","$504,402.91","$150,866.80",,,,,,,,,,,,"$150,866.80","$2,551,958.17","$2,905,494.28","$499,694.36","$150,866.80","$7,402.28",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H7SC05010&tabIndex=1,H7SC05010,"BLEDSOE D.V.M., WILLIAM D",H,SC,5,REP,OPEN,128 PASTORALE DRIVE,,CHESNEE,SC,29323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8SC05133&tabIndex=1,H8SC05133,"BLESDOE DVM, WILLIAM D",H,SC,5,REP,CHALLENGER,128 PASTORALE DRIVE,,CHESNEE,SC,29323,,,,,,,,,"$10,000.00",,"$10,000.00",,,,,"$10,000.00","$9,353.00",,,,$647.00,,$647.00,,,,,,"$10,000.00","$10,000.00",,,"$9,353.00","$9,353.00",,2017-01-05,2017-04-01
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2IA01055&tabIndex=1,H2IA01055,"BLUM, RODNEY",H,IA,1,REP,INCUMBENT,11361 OAKLAND FARMS ROAD,,DUBUQUE,IA,52003,"$48,130.00","$1,266.00","$49,396.00",,"$29,475.00",,"$78,871.00",,"$500,000.00",,"$500,000.00",,,,,"$578,871.00","$38,942.13",,,,,,,,,,,,"$38,942.13","$47,566.78","$587,495.65","$78,871.00","$38,942.13","$614,119.00",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6OR03064&tabIndex=1,H6OR03064,"BLUMENAUER, EARL",H,OR,3,DEM,INCUMBENT,901 SE OAK STREET,SUITE 105,PORTLAND,OR,97214,"$13,400.00","$9,944.76","$23,344.76",,"$2,100.00",,"$25,444.76",,,,,,,,$57.41,"$25,502.17","$68,369.75",,,,,,,$20.84,,,$20.84,"$21,250.00","$89,640.59","$1,029,930.36","$965,791.94","$25,423.92","$68,369.75",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6DE00206&tabIndex=1,H6DE00206,"BLUNT ROCHESTER, LISA",H,DE,0,DEM,INCUMBENT,PO BOX 9767,,WILMINGTON,DE,19809,"$9,217.00","$11,291.40","$20,508.40",,"$85,200.00",,"$105,708.40",,,,,,,,,"$105,708.40","$64,829.05",,,,,,,$584.50,,,$584.50,"$12,500.00","$77,913.55","$124,761.88","$152,556.73","$105,123.90","$64,829.05","$310,600.00",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8GA06229&tabIndex=1,H8GA06229,"BOLENA, DONALD PATRICK MR. JR",H,GA,6,REP,OPEN,6804 GLENRIDGE DRIVE,UNIT B,ATLANTA,GA,30328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MO01135&tabIndex=1,H8MO01135,"BOLHAFNER, SUSAN",H,MO,1,DEM,CHALLENGER,7538 DALE AVE,,ST. LOUIS,MO,63117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2OR01133&tabIndex=1,H2OR01133,"BONAMICI, SUZANNE MS.",H,OR,1,DEM,INCUMBENT,PO BOX 1632,,BEAVERTON,OR,97075,"$37,121.00","$17,366.43","$54,487.43",,"$50,500.00",,"$104,987.43",,,,,,,,,"$104,987.43","$58,956.25",,,,,,,$2.00,$35.00,,$37.00,"$20,000.00","$78,993.25","$266,027.53","$292,021.71","$104,950.43","$58,956.25","$100,000.00",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4FL20064&tabIndex=1,H4FL20064,"BONNERQ, JAY ALAN",H,FL,20,REP,CHALLENGER,PO BOX 31224,,PALM BEACH GARDENS,FL,334201224,"$2,000.00",,"$2,000.00",,,,"$2,000.00",,,,,,,,,"$2,000.00","$1,135.47",,,,,,,,,,,,"$1,135.47","$1,123.34","$1,987.87","$2,000.00","$1,135.47",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2GU00033&tabIndex=1,H2GU00033,"BORDALLO, MADELEINE Z. MS.",H,GU,0,DEM,INCUMBENT,P.O. BOX 2448,,HAGATNA,GU,96932,"$4,000.00",,"$4,000.00",,$975.00,,"$4,975.00",,,,,,,,,"$4,975.00","$6,880.55",,,,,,,,,,,,"$6,880.55","$18,717.75","$16,812.20","$4,975.00","$6,880.55",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4IL12060&tabIndex=1,H4IL12060,"BOST, MICHAEL",H,IL,12,REP,INCUMBENT,5 PORTER LANE,,MURPHYSBORO,IL,62966,"$83,050.00","$9,197.00","$92,247.00",,"$143,000.00",,"$235,247.00",$92.02,,,,,,,,"$235,339.02","$37,574.42",,,,,,,,,,,,"$37,574.42","$7,409.37","$205,173.97","$235,247.00","$37,574.42","$46,000.00",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8UT00127&tabIndex=1,S8UT00127,"BOWDEN, CRAIG",S,UT,0,LIB,CHALLENGER,2888 N 400 E,,NORTH OGDEN,UT,84414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8DE00103&tabIndex=1,S8DE00103,"BOYCE, HENRY CHARLES  CHUCK""  JR""",S,DE,0,REP,CHALLENGER,121 TUSCANY DRIVE,,MIDDLETOWN,DE,19709,"$5,591.00",,"$5,591.00",,,"$36,209.00","$41,800.00",,,,,,,,,"$41,800.00","$2,481.00",,,,,,,,,,,,"$2,481.00",,"$39,319.00","$41,800.00","$2,481.00",,,2017-01-13,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6VA09094&tabIndex=1,H6VA09094,"BOYD, JANICE ALLEN",H,VA,9,DEM,CHALLENGER,,,HARRISONBURG,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4PA13199&tabIndex=1,H4PA13199,"BOYLE, BRENDAN F",H,PA,13,DEM,INCUMBENT,PO BOX 11545,,PHILADELPHIA,PA,19116,"$29,450.00","$2,444.04","$31,894.04",,"$74,750.00",,"$106,644.04",,,,,,,,$188.84,"$106,832.88","$41,800.07",,,,,,,,,,,$575.00,"$42,375.07","$461,467.13","$525,924.94","$106,644.04","$41,800.07",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6TX08100&tabIndex=1,H6TX08100,"BRADY, KEVIN",H,TX,8,REP,INCUMBENT,PO BOX 8277,,THE WOODLANDS,TX,773878277,"$276,075.00","$1,190.00","$277,265.00",,"$644,487.50",,"$921,752.50","$139,450.00",,,,,,,$279.89,"$1,061,482.39","$260,264.93",,,"$39,450.00",,,,,,,,"$29,567.31","$329,282.24","$1,468,363.81","$2,200,563.96","$921,752.50","$260,264.93","$16,803.73",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8PA01153&tabIndex=1,H8PA01153,"BRADY, ROBERT A",H,PA,1,DEM,INCUMBENT,206 CANNON HOUSE OFFICE BLDG,,WASHINGTON,DC,20515,"$11,300.00",$126.64,"$11,426.64",,"$49,000.00",,"$60,426.64",,,,,,,,$51.69,"$60,478.33","$52,562.40",,,,,,,,,,,"$1,150.00","$53,712.40","$582,375.12","$589,141.05","$60,426.64","$52,562.40",,"$5,000.00",2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8ME00130&tabIndex=1,S8ME00130,"BRAKEY, ERIC",S,ME,0,REP,CHALLENGER,146 PLEASANT STREET,,AUBURN,ME,4210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4VA07143&tabIndex=1,H4VA07143,"BRAT, DAVID ALAN MR.",H,VA,7,REP,INCUMBENT,PO BOX 5094,,GLEN ALLEN,VA,230585094,"$172,075.00","$37,529.43","$209,604.43",,"$23,875.00",,"$233,479.43","$19,500.00",,,,$260.31,,,,"$253,239.74","$72,166.64",,,,,,,"$2,700.00",,,"$2,700.00","$5,000.00","$79,866.64","$168,013.54","$341,386.64","$230,779.43","$71,906.33",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2OK01143&tabIndex=1,H2OK01143,"BRIDENSTINE, JAMES FREDERICK",H,OK,1,REP,INCUMBENT,8086 S YALE AVE,PBM 230,TULSA,OK,741369003,,,,,,,,,,,,,,,"$1,530.02","$1,530.02","$15,204.69",,,,,,,,,,,,"$15,204.69","$160,186.17","$146,511.50",,"$15,204.69",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8AL00316&tabIndex=1,S8AL00316,"BRINSON, R RANDOLPH RANDY MD",S,AL,0,REP,,PO BOX 241351,,MONTGOMERY,AL,36124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NY19165&tabIndex=1,H8NY19165,"BRISEE, STEVEN MITCHELL",H,NY,19,DEM,CHALLENGER,43 VAN WERT LANE,,WALDEN,NY,12586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0AL05163&tabIndex=1,H0AL05163,"BROOKS, MO",H,AL,5,REP,INCUMBENT,7610 FOXFIRE DR.,,HUNTSVILLE,AL,35802,"$4,076.00",$140.00,"$4,216.00",,"$11,000.00",,"$15,216.00",,,,,,,,"$1,223.94","$16,439.94","$5,341.19",,,,,,,,,,,,"$5,341.19","$1,170,937.70","$1,182,036.45","$15,216.00","$5,341.19",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2IN05082&tabIndex=1,H2IN05082,"BROOKS, SUSAN MRS.",H,IN,5,REP,INCUMBENT,13406 BIRKENHEAD STREET,,CARMEL,IN,460328387,"$56,550.00","$4,180.78","$60,730.78",,"$73,700.00",,"$134,430.78",,,,,$12.00,,,,"$134,442.78","$60,675.58",,,,,,,,,,,"$29,500.00","$90,175.58","$1,347,890.27","$1,392,157.47","$134,430.78","$60,663.58",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6MD04209&tabIndex=1,H6MD04209,"BROWN, ANTHONY",H,MD,4,DEM,INCUMBENT,12511 WOODBRIDGE COURT,,BOWIE,MD,20721,"$22,445.00","$1,672.07","$24,117.07",,"$75,700.00",,"$99,817.07",,,,,$15.90,,,$3.59,"$99,836.56","$45,064.41",,,,,,,"$5,550.00",,,"$5,550.00","$6,000.00","$56,614.41","$171,393.09","$214,615.24","$94,267.07","$45,048.51","$51,000.00",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6OH00163&tabIndex=1,S6OH00163,"BROWN, SHERROD",S,OH,0,DEM,INCUMBENT,37905 HERON LN,,AVON LAKE,OH,44011,"$1,080,879.00","$588,969.00","$1,669,848.00",,"$486,225.00",,"$2,156,073.00","$279,182.00",,,,"$1,511.00",,,"$1,762.00","$2,438,529.00","$659,878.00",,,,,,,"$8,615.00",,"$2,500.00","$11,115.00","$3,565.00","$674,558.00","$3,183,855.00","$4,947,825.00","$2,144,958.00","$658,366.00",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CA00120&tabIndex=1,H2CA00120,"BROWNLEY, JULIA",H,CA,26,DEM,INCUMBENT,PO BOX 2018,,THOUSAND OAKS,CA,91358,"$144,006.15","$39,930.59","$183,936.74",$412.53,"$84,200.00",,"$268,549.27",,,,,"$3,622.20",,,,"$272,171.47","$53,553.32",,,,,,,"$4,802.88",,,"$4,802.88",$50.00,"$58,406.20","$1,649,893.27","$1,863,658.54","$263,746.39","$49,931.12",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8KS04096&tabIndex=1,H8KS04096,"BRUCE, GEORGE C MR.",H,KS,4,REP,OPEN,"100 N. BROADWAY, STE. 500",,WICHITA,KS,67202,"$45,900.00",,"$45,900.00",,,"$10,400.00","$56,300.00",,,,,,,,,"$56,300.00","$10,307.00",,,,,,,"$45,992.00",,,"$45,992.00",,"$56,300.00",,,"$10,307.00","$10,307.00",,,2017-01-19,2017-04-14
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6TX02160&tabIndex=1,H6TX02160,"BRYAN, PAT",H,TX,2,DEM,CHALLENGER,1248 W. BELL ST. #3,,HOUSTON,TX,77019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,885.27","$1,885.27",,,"$11,558.31",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8FL09118&tabIndex=1,H8FL09118,"BUCHAN, SEAN ALAN",H,FL,9,REP,,2120 LAKERIDGE DR,,WINTER HAVEN,FL,33881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL13148&tabIndex=1,H6FL13148,"BUCHANAN, VERNON",H,FL,16,REP,INCUMBENT,P.O. BOX 48928,,SARASOTA,FL,342305928,"$273,000.00","$1,482.00","$274,482.00",,"$112,000.00",,"$386,482.00","$6,078.28",,,,,,,"$2,530.56","$395,090.84","$54,037.73",,,,,,,,,,,$500.00,"$54,537.73","$1,467,267.66","$1,807,820.77","$386,482.00","$54,037.73",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4CO04090&tabIndex=1,H4CO04090,"BUCK, KENNETH R",H,CO,4,REP,INCUMBENT,PO BOX 338018,,GREELEY,CO,80633,"$7,623.00","$3,623.00","$11,246.00",,"$14,500.00",,"$25,746.00",,,,,$60.00,,,,"$25,806.00","$37,407.09",,,,,,,"$5,535.00",,,"$5,535.00",,"$42,942.09","$400,986.77","$383,850.68","$20,211.00","$37,347.09",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0IN08114&tabIndex=1,H0IN08114,"BUCSHON, LARRY D.",H,IN,8,REP,INCUMBENT,PO BOX 250,,NEWBURGH,IN,47629,"$50,400.00",,"$50,400.00",,"$18,000.00",,"$68,400.00",,,,,$468.00,,,,"$68,868.00","$48,718.73",,,,,,,,,,,"$1,500.00","$50,218.73","$312,861.10","$331,510.37","$68,400.00","$48,250.73",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6NC13129&tabIndex=1,H6NC13129,"BUDD, THEODORE P MR.",H,NC,13,REP,INCUMBENT,PO BOX 97127,,RALEIGH,NC,27624,"$9,700.00","$1,790.00","$11,490.00",,"$52,115.46",,"$63,605.46",,,,,$78.34,,,,"$63,683.80","$32,977.75",,,,"$19,981.36",,"$19,981.36",,,"$7,000.00","$7,000.00",,"$59,959.11","$19,592.69","$23,317.38","$56,605.46","$32,899.41","$14,018.64",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2TX26093&tabIndex=1,H2TX26093,"BURGESS, MICHAEL C. DR.",H,TX,26,REP,INCUMBENT,PO BOX 2334,,DENTON,TX,762022334,"$50,353.00",$535.00,"$50,888.00",,"$105,778.00",,"$156,666.00",,,,,$22.00,,,$1.13,"$156,689.13","$119,716.08",,,,,,,$500.00,,,$500.00,"$31,300.00","$151,516.08","$478,104.99","$483,278.04","$156,166.00","$119,694.08",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MO01143&tabIndex=1,H8MO01143,"BUSH, CORI",H,MO,1,DEM,,2306 SUCASA DR APT B,,FLORISSANT,MO,63031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2IL17071&tabIndex=1,H2IL17071,"BUSTOS, CHERI",H,IL,17,DEM,INCUMBENT,PO BOX 77,,EAST MOLINE,IL,612440077,"$145,829.82","$92,144.15","$237,973.97",$276.89,"$103,450.00",,"$341,700.86",,,,,,,,,"$341,700.86","$139,343.02",,,,,,,,,,,"$51,115.00","$190,458.02","$1,536,105.67","$1,687,348.51","$341,700.86","$139,343.02",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8TX07090&tabIndex=1,H8TX07090,"BUTLER, JOSHUA A",H,TX,7,DEM,CHALLENGER,1200 POST OAK BLVD,UNIT 2613,HOUSTON,TX,77056,"$2,750.00",,"$2,750.00",,,,"$2,750.00",,,,,,,,,"$2,750.00","$2,510.45",,,,,,,,,,,,"$2,510.45",,$239.55,"$2,750.00","$2,510.45",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA50106&tabIndex=1,H8CA50106,"BUTNER, JOSH",H,CA,50,DEM,CHALLENGER,P.O. BOX 1446,,ESCONDIDO,CA,92033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4NC01046&tabIndex=1,H4NC01046,"BUTTERFIELD, GEORGE K.",H,NC,1,DEM,INCUMBENT,2407 BEL AIR AVENUE,,WILSON,NC,27893,"$4,950.00",$331.66,"$5,281.66",$200.00,"$54,500.00",,"$59,981.66",,,,,"$1,700.00",,,$12.47,"$61,694.13","$91,921.86",,,,,,,,,,,"$2,030.00","$93,951.86","$643,896.09","$611,638.36","$59,981.66","$90,221.86",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MT01208&tabIndex=1,H8MT01208,"BUTTREY, FRANCIS EDWARD",H,MT,0,REP,OPEN,27 GRANITE HILL LANE,,GREAT FALLS,MT,59405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4AL01123&tabIndex=1,H4AL01123,"BYRNE, BRADLEY ROBERTS",H,AL,1,REP,INCUMBENT,22489 SEA CLIFF DRIVE,,FAIRHOPE,AL,36532,"$5,000.00",,"$5,000.00",,"$74,500.00",,"$79,500.00",,,,,,,,$92.00,"$79,592.00","$60,863.37",,,,,,,,,,,,"$60,863.37","$446,318.33","$465,046.96","$79,500.00","$60,863.37",,,2017-01-01,2017-03-31
